asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.25,5.5,9.5,7,30,15,18,52,2.8255204729925167,11.306604135752973,228,-0.009589695471352196,-0.039551148452898754,82,-0.11691586228793342,-0.18687562415012904,75,-3.061570341895614,0.9698096348617156,-0.04137852243700344,0.17,
SAND,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.75,4.5,6.5,8.0,11,23,12,29,52,2.4204432786643557,18.357283874903494,306,-1.0139780501439515,-2.9481968905814337,132,1.3727252364504239,3.58225931335594,99,-3.1739940874746853,1.3166676921404672,0.5671379488834452,0.078,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,5.0,8.0,8.5,10,34,10,28,52,1.6568538175362237,9.419376827525138,261,-0.5203197777429325,-1.1091202708681025,87,-0.7042863355387374,-1.562584200826933,102,-3.4806336181833153,0.8688423077451193,-0.4250745165835004,0.458,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.25,4.25,8.0,10.0,14,30,13,24,52,3.3102147303677008,21.629928977855805,303,-3.1752344928760587,-7.149039703087345,129,1.2469805417703526,2.9913677189328247,120,-4.168104742713997,1.225603903803366,0.37670684331461396,0.048,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,7.0,8.5,17,21,11,22,52,3.6843632153105705,18.673574071885945,252,0.08481423753220273,0.11837201985811507,114,-0.15324489351199952,-0.3332225585489179,96,-3.6895853282949753,0.9664006593836145,-0.04159331872470719,0.26,
PEPE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.5,3.25,5.5,10.0,9,21,14,21,52,2.219173075853964,12.06623178500854,318,-1.060861146559372,-1.9108784251274158,99,2.9500676938097916,4.986431878266839,93,-1.5272160662180845,1.7892885795120221,1.3293544906021224,0.008,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16542,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.5,5.0,5.5,8.0,19,29,11,20,52,5.453077976190591,19.257085565868625,171,0.9278372450100403,1.235506917413809,72,-0.07392071156913979,-0.11648844744711617,57,-2.066943467315363,0.9771528896237768,-0.013555777469512602,0.208,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17239,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,5.0,9.0,10.0,11,22,12,22,52,3.7318953883208343,19.681903713499736,216,-1.2323829160869244,-2.4638561070919773,92,-0.8618362537606203,-1.2975210325761655,54,-3.7928244490052276,0.7923108902062348,-0.23093794548951796,0.126,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16906,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.5,3.5,4.5,9.0,14,40,9,16,52,2.992169650747592,15.891428399441686,291,-0.754999382117912,-1.3992489784177997,105,0.017195573507554657,-0.01370710857787616,78,-4.024842346522927,0.9983543529593122,0.005746857803753992,0.104,
ILV,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,2.0,8.5,9.5,11,37,8,26,52,3.695833260997917,23.64815103954079,333,2.5337394844728776,5.303514823630784,102,2.7213546765239975,5.215205674885071,94,-2.1955004587002613,1.945100720662155,0.7363304793109635,0.0,
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,3.25,6.0,8.0,8,37,9,20,52,2.598636971558972,8.176533796912345,225,-0.32805760300595943,-0.46770483129982,102,0.5006301713494621,0.4941570609564572,53,-3.1801912645425867,1.1369248336601787,0.1926510616252506,0.254,
THETA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,3.25,4.5,7.0,10,30,11,19,52,2.1057594662187245,13.709297499212925,348,-2.8430569353741824,-6.795232759943282,150,1.1493022855370207,2.2869747964354703,108,-4.138325100520834,1.2163685494355763,0.5457899175924412,0.042,
CHZ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,7.5,8.0,5,30,10,20,52,2.606397939504895,10.758952211180727,207,0.3404856915452121,0.5047212981704963,87,0.6272700038516288,1.0162412346647054,87,-2.803344095293603,1.1309542839988052,0.24066547718756387,0.598,
CRV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0,2.0,4.25,5.5,9.5,12,37,12,15,52,1.0932658059899656,7.923411940894232,355,-3.8874352560481134,-8.122278705379626,108,0.8928943852248551,2.0823940410554576,111,-2.0746072210326982,1.1711566049836484,0.8167221368606954,0.07,
SUSHI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,4.75,3.25,6.5,9.0,8,40,10,18,52,3.8213870747931877,12.625816378103227,234,1.1968992739383497,1.2221890255223355,63,1.6543354439716063,2.121175924901264,96,-2.182986527370545,1.4088296334725974,0.4329149106312761,0.02,
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.5,9.0,5,33,16,29,52,3.903982290240717,28.917816007343934,309,-0.07139593791466084,-0.24969823377254396,120,3.60430449446904,9.233801369582384,99,-1.055657351406114,2.030355069365885,0.9232379213090132,0.0,
KAVA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.0,2.75,5.5,6.5,10,20,11,28,52,3.5143058763169717,16.225233672915284,303,2.5419836325180296,4.375891257458431,111,0.7900281223560102,1.2855821646442722,93,-2.427222511011873,1.1742889531242868,0.22480346052972705,0.012,
ZIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,5.0,8.0,8.5,14,32,16,29,52,2.274138452566624,14.503648818293225,264,-0.17217633158938658,-0.4039590991126385,87,-1.858767682727762,-3.7205290822391324,90,-4.9560568619049565,0.6773793075427378,-0.8173502719809919,0.468,
