metric,mean,std,ci_lower_95,ci_upper_95
sharpe,4.311236934798201,0.9888110841619661,2.39373328477889,6.277492991564329
total_return,19.21624974055686,4.4346531343943925,10.558387837046869,27.982174900359436
profit_factor,1.663574438412519,0.18958278825904148,1.324187590516138,2.067945310863382
