asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,all_pass,error
ETH,-0.08906341456615291,0.37,False,-156.99621337991317,True,-2.204971232075833,False,-426.26873943305156,True,-0.6245918329609123,False,3.18371954213322e-14,True,0.7491895925054937,True,False,
