asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,overfit_psr,overfit_dsr,overfit_sr_star,all_pass,error
EGLD,2.4059453097902095,0.0,True,5.005525609565836,True,2.5242333385917144,True,11.479745776959732,True,1.8502790779086686,True,0.0,True,0.6866894445084143,True,0.9976978204898955,,,True,
RUNE,2.8852176655659276,0.0,True,3.22609690727748,True,2.9054866136020117,True,18.28279021302313,True,2.4131948246382735,True,0.0,True,0.6132380834230735,True,0.9999972628509335,,,True,
