trial,score,trades,total_return_pct,sharpe,max_drawdown_pct,profit_factor,valid,ichimoku.tenkan,ichimoku.kijun,five_in_one.tenkan_5,five_in_one.kijun_5
72,3.386327402928222,480,27.340795975896693,3.386327402928222,-1.6738125066381726,1.978027113363628,True,10,30,10,16
73,3.2634685858641137,480,26.268766829088918,3.2634685858641137,-1.6741249604357744,1.9224682374912916,True,10,30,11,15
74,3.2531129808243655,480,26.301865468550933,3.2531129808243655,-1.7421106622569682,1.92392578978903,True,10,29,9,16
75,3.378585413582268,480,27.35396349124688,3.378585413582268,-1.680913111404292,1.9784981379467999,True,9,31,10,17
76,3.2531129808243655,480,26.301865468550933,3.2531129808243655,-1.7421106622569682,1.92392578978903,True,10,29,9,17
77,3.1299840828160406,480,25.22823933950804,3.1299840828160406,-1.742476621166289,1.8702673458273293,True,11,28,11,16
78,3.2366332318887654,480,26.344460488401957,3.2366332318887654,-1.6947442553942205,1.9256145168354921,True,10,32,8,19
79,3.2531129808243655,480,26.301865468550933,3.2531129808243655,-1.7421106622569682,1.92392578978903,True,9,27,10,15
80,3.1988547489009833,477,25.78401607236882,3.1988547489009833,-1.688046572385693,1.9056720609677895,True,11,34,12,22
81,3.386327402928222,480,27.340795975896693,3.386327402928222,-1.6738125066381726,1.978027113363628,True,10,30,10,17
82,3.386327402928222,480,27.340795975896693,3.386327402928222,-1.6738125066381726,1.978027113363628,True,10,30,10,18
83,3.438384793115147,483,27.880434388927288,3.438384793115147,-1.6738125066381726,1.997330903927068,True,10,31,10,16
84,3.316216742852983,483,26.81000222435468,3.316216742852983,-1.6741035049101072,1.9414745526482649,True,11,31,9,16
85,3.2531129808243655,480,26.301865468550933,3.2531129808243655,-1.7421106622569682,1.92392578978903,True,9,29,10,15
86,3.316585586350482,483,26.811523045103456,3.316585586350482,-1.6741278717007813,1.9416382205094456,True,10,33,11,16
87,3.438505381725923,483,27.88203137116243,3.438505381725923,-1.6737910591204996,1.9973880307176308,True,10,31,9,18
88,3.3158832583527955,477,26.83480855780349,3.3158832583527955,-1.6811048198158707,1.9603109491915043,True,9,32,8,18
89,3.316216742852983,483,26.81000222435468,3.316216742852983,-1.6741035049101072,1.9414745526482649,True,11,31,9,21
90,3.2531129808243655,480,26.301865468550933,3.2531129808243655,-1.7421106622569682,1.92392578978903,True,10,28,9,19
91,3.438384793115147,483,27.880434388927288,3.438384793115147,-1.6738125066381726,1.997330903927068,True,10,31,10,17
92,3.4388984960720372,483,27.88376888065196,3.4388984960720372,-1.6738125066381726,1.9975691749406261,True,10,32,10,17
93,3.4388984960720372,483,27.88376888065196,3.4388984960720372,-1.6738125066381726,1.9975691749406261,True,10,32,10,18
94,3.4390190712332562,483,27.885365862887102,3.4390190712332562,-1.6737910591204996,1.997626308546113,True,10,32,9,18
95,3.3790533845433335,480,27.35681454629426,3.3790533845433335,-1.6809196592843412,1.9787168668897825,True,10,34,9,18
96,3.3158634512222926,477,26.83459186906274,3.3158634512222926,-1.6811077675804031,1.96030319476427,True,9,33,8,19
97,3.316729557261112,483,26.81333671607935,3.316729557261112,-1.6741035049101072,1.9417019178200183,True,11,32,9,20
98,3.2113262315116926,477,25.73692345270162,3.2113262315116926,-1.6886988599501884,1.9039149854071167,True,14,35,9,18
99,3.3790533845433335,480,27.35681454629426,3.3790533845433335,-1.6809196592843412,1.9787168668897825,True,10,34,9,20
