metric,mean,std,ci_lower_95,ci_upper_95
sharpe,4.06654436368802,1.1184593415988358,1.9504257690618765,6.36604132249644
total_return,10.061187380380005,2.5150119458571316,5.069925563832802,15.011887207286916
profit_factor,1.5933152472580807,0.19982075050140533,1.247845092936135,2.0352386109052656
