tenkan,kijun,tenkan_5,kijun_5,sharpe,return,max_dd,trades,mean_sharpe,std_sharpe,variance_pct
6,37,6,14,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,6,15,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,6,16,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,6,17,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,6,18,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,7,14,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,7,15,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,7,16,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,7,17,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,7,18,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,8,14,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,8,15,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,8,16,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,8,17,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,8,18,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,9,14,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,9,15,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,9,16,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,9,17,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,9,18,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,10,14,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,10,15,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,10,16,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,10,17,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,37,10,18,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,6,14,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,6,15,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,6,16,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,6,17,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,6,18,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,7,14,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,7,15,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,7,16,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,7,17,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,7,18,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,8,14,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,8,15,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,8,16,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,8,17,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,8,18,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,9,14,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,9,15,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,9,16,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,9,17,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,9,18,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,10,14,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,10,15,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,10,16,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,10,17,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,38,10,18,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,6,14,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,6,15,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,6,16,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,6,17,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,6,18,3.4433918013762015,28.033934216653613,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,7,14,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,7,15,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,7,16,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,7,17,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,7,18,3.3435841263067143,27.46070918777925,-3.5114059832405675,459,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,8,14,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,8,15,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,8,16,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,8,17,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,8,18,3.3719672942975487,27.499772438308323,-3.5103228666231945,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,9,14,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,9,15,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,9,16,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,9,17,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,9,18,3.1443206227097016,25.90671989590114,-3.5475589066353175,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,10,14,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,10,15,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,10,16,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,10,17,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,39,10,18,3.1313132958170775,25.90915389964492,-3.5710974244690052,456,3.253213713915462,0.14133429534356937,4.344451603010858
6,40,6,14,3.4433623258114583,28.033581657866712,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,40,6,15,3.4433623258114583,28.033581657866712,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,40,6,16,3.4433623258114583,28.033581657866712,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
6,40,6,17,3.4433623258114583,28.033581657866712,-3.5087138998971312,453,3.253213713915462,0.14133429534356937,4.344451603010858
