metric,mean,std,ci_lower_95,ci_upper_95
sharpe,3.3174317884488556,1.0582973325169276,1.2790982747041295,5.4603984043073455
total_return,9.613853247361275,2.9354899364502023,3.855916584626643,15.349708146696624
profit_factor,1.4903738734229464,0.18621036412494513,1.1641966255657785,1.8951368250797314
