asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
SUSHI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,WFE<0.6; TRADES<50; OVERFIT,5.0,5.0,6.0,9.0,9,34,18,21,52,2.346902988197657,9.626354467961274,204,-0.582953206274827,-0.5754263079473798,45,1.1939645644984311,1.1412245121518394,48,-1.4944533135055504,1.3183180842266737,0.5087404850148305,0.05,
