asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
ETH,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,WFE<0.6; OVERFIT,4.25,5.0,7.0,9.5,13,22,13,22,52,2.64723234788049,10.312978272845053,192,-1.188302280468807,-1.960544347254467,85,1.4265103879787426,1.8345450952019116,63,-1.504992797014837,1.388426970726804,0.5388685995473272,0.054,
