asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
ETH,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.5,3.0,6.5,8.5,20,21,16,20,52,3.1110046258977717,10.806598521009958,222,1.0446170990238541,1.0886270681720989,60,0.6902536792956271,0.7837253387398491,66,-2.5310030908837655,1.1668099182117917,0.2218748482562716,0.126,
