asset,cluster,individual_sharpe,cluster_avg_sharpe,param_distance
YGG,cluster_0,3.2912267175660355,2.9148977179945077,4.451123453691214
EGLD,cluster_0,2.207263530187378,2.9148977179945077,5.267826876426369
SOL,cluster_0,3.24620290623011,2.9148977179945077,3.25
CAKE,cluster_1,1.9817669329103964,1.7754591554093597,2.8939592256975564
TON,cluster_1,1.5691513779083228,1.7754591554093597,3.010398644698074
MINA,cluster_2,2.253962327837541,1.8687296609389423,6.005206074732157
CRV,cluster_2,1.4834969940403433,1.8687296609389423,7.335700375560605
HBAR,cluster_3,2.04546862934452,2.4744050501721673,3.3166247903554
ONE,cluster_3,2.9033414709998144,2.4744050501721673,3.905124837953327
