asset,displacement,oos_sharpe,oos_return_pct,oos_max_dd_pct,oos_trades,oos_pf
LINK,39,2.7326394795961,2.405478239354575,-0.9342153996228952,108,1.8905058957938128
LINK,52,1.3704461586559502,1.263474861327385,-0.9595782189455337,105,1.3928920394071
LINK,26,0.9199824557046287,0.8797192801769604,-1.6058791887287427,111,1.2360606200651105
LINK,78,-0.062019423382742994,-0.06614875490891237,-1.9867770464782386,78,0.9791244644785948
LINK,65,-0.44798548650136,-0.47043561928603594,-1.435132377094872,96,0.8883027042948968
