profile,sharpe,sortino,max_dd_pct,total_return_pct,assets,diversification_ratio,max_pair_corr
equal_weight,4.495817557865992,9.22156411714717,-2.0102657860908923,24.102422935956348,11,1.9685645412387913,0.3615699725474689
min_cvar,4.853995986383156,9.127187849194598,-1.6421529977973748,20.289244585443612,11,2.093032076924954,0.3615699725474689
