asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
GALA,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,4.5,5.0,7.0,15,27,11,17,1.6481043801743507,13.604607614623742,336,1.0236330759491774,2.910990476691211,129,0.16601593942870485,0.37712576256907493,120,-5.142674186498441,1.0252400437831677,0.10073144724677102,0.13,
ENJ,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,2.25,7.5,9.0,17,39,8,30,3.485886696278359,18.80271478628397,324,-2.5504098108236577,-4.9319385302099565,129,-2.189864213550529,-4.4012684432969245,135,-5.764843718038826,0.6602586381490455,-0.6282086609092877,0.672,
AXS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,3.5,2.0,4.5,6.0,18,21,9,16,4.047645263808034,13.834683023606843,312,1.5092353162409304,2.1045428983382353,138,1.2472113319159228,1.4790301580396292,111,-1.4206814740280738,1.2808041269505828,0.3081325685992906,0.384,
IMX,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,5.0,2.0,3.0,6.5,5,23,8,28,2.059033372576555,5.597374362588492,312,-2.9202648196980854,-3.9476033257969223,117,1.2669624172328302,1.2108933419594514,96,-1.2841531211342572,1.337196783489803,0.6153190298452652,0.07,
BLUR,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.5,3.0,6.5,9.0,6,40,8,15,3.348416158749715,18.61995578105504,300,0.19697249818995322,0.33627819221848654,120,-2.323465943111743,-4.455600819049998,121,-5.843621762774676,0.6188268321017784,-0.6938999912063845,0.69,
MAGIC,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.5,2.25,3.0,4.5,13,22,9,20,3.4965144759733726,12.848142146181996,336,0.6972473960884259,0.8157581938554204,87,-0.6303953989752131,-0.8918004014735748,93,-2.0276304740006523,0.8674232703431024,-0.18029251796525778,0.432,
LOOM,FAIL,binance,1H,2024-01-22,2024-08-26,5197,42,WFE<0.6; TRADES<50; OVERFIT,2.25,3.5,5.0,9.5,18,24,9,17,5.40209691010928,8.55862817918187,72,-5.43547535065195,-2.2877445246078265,18,1.924166824589485,1.112007943719373,24,-1.5217572190260098,1.531315185896929,0.3561888756546873,0.196,
GMT,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,2.0,3.5,10.0,5,31,9,19,1.5638350249441062,4.861758375524161,288,-0.36983801669870564,-0.4835776942280767,102,0.610008083780314,0.6944848225471478,107,-1.5426325878203362,1.1338624002606408,0.39007188996941455,0.076,
ALICE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,TRADES<50,4.25,4.25,5.0,9.5,7,23,8,28,1.829022657845551,7.628684599226321,240,-0.10603587315044918,-0.18453338878258174,87,3.6689618674276847,4.141406310170592,48,-1.0176850571070983,3.0181091271185814,2.005968516403969,0.004,
YGG,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,1.5,4.75,7.5,8.5,11,39,9,25,3.907542890214989,36.83932881074461,273,0.05854767585371606,0.06017071102752958,129,3.242191777518213,11.400045330585474,102,-1.9415099580552098,2.0634031879084205,0.829726472263963,0.002,
DYDX,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.0,2.0,7.0,7.5,7,38,11,16,1.7902665421437323,9.305234005932284,372,1.874813969885886,2.9952520440914343,127,-1.2369927781212846,-1.8310018978800358,90,-3.4444524437918456,0.7496428008717709,-0.6909545305136872,0.314,
GMX,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.75,7.5,8.0,15,28,10,22,2.9634662120323165,10.026398160375717,231,2.5406351375356118,2.5814267140885194,73,-0.866561393404709,-1.0768576793047435,87,-3.153440330346824,0.8109837863974795,-0.29241480462516545,0.338,
GNS,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,3.0,4.5,10.0,17,26,16,27,3.1230504917820787,9.646961466363791,258,-0.9653664220986705,-1.367547924544743,105,0.06248925604475652,0.05306731704277645,75,-1.8647323354376022,1.0114677552577331,0.02000904442921729,0.034,
PERP,FAIL,binance,1H,2024-01-22,2025-11-12,15829,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.5,4.25,9.0,9.5,6,38,10,19,1.4237987254293163,11.120797309762409,303,-0.6551513432574196,-1.8048213654825895,99,-4.462665331595748,-10.650914877959316,115,-11.960591614659888,0.40272736397609754,-3.134337214868714,0.994,
VELO,FAIL,binance,1H,,,0,42,ERROR: No data found for VELO in data,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,No data found for VELO in data
JOE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,4.75,5.0,7.0,8.0,6,24,11,16,3.780920733131475,15.082012011851864,219,3.006918606095045,3.603180237626691,57,2.0111270089471063,2.675138031910129,69,-1.5151148622755906,1.5764998062853766,0.5319146183954586,0.014,
SUSHI,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,3.25,7.0,9.0,5,34,10,28,3.6644874992017873,11.592712302796215,228,0.6930501550546716,0.734457596512228,69,0.5727656431862697,0.72218775720998,94,-2.6704412270279643,1.126916075178106,0.15630170475708585,0.082,
CAKE,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,WFE<0.6; OVERFIT,1.75,3.25,9.0,9.5,18,40,9,26,2.7038365422192867,23.02624111231204,297,0.05575978446535974,0.06048223416563747,105,1.3552547486323772,2.9508098317840403,93,-2.593863525076845,1.3315587606039787,0.5012339790037734,0.178,
UMA,FAIL,binance,1H,2024-01-22,2026-01-21,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.0,4.75,9.5,10.0,8,37,12,30,1.56904297624976,9.335674522548242,234,0.755016848029437,1.2733197007350316,69,-0.0026814795807987247,-0.05402025449088299,88,-3.9267524243928764,0.9943091827257917,-0.0017089905256819984,0.246,
