fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,13.143998467287155,1.5974096660473975,-6.941809779803454,1.309767043848205,576,Base,19.0,14.0
10.0,5.0,7.868568144186816,0.9507685667274555,-8.2909479535471,1.1762682110251481,576,Stress1,19.0,14.0
