asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
BTC,FAIL,binance,1H,2024-01-23,2026-01-22,17520,42,WFE<0.6; OVERFIT,3.75,5.0,8.0,8.5,16,27,16,21,52,2.6908246387680665,13.443620042089165,228,1.0787204112871356,1.8512558230014742,84,1.3149069284879265,2.487790060326045,87,-2.5837455525337005,1.3097528505438887,0.4886631813695325,0.086,
