tenkan,kijun,tenkan_5,kijun_5,sharpe,return,max_dd,trades,mean_sharpe,std_sharpe,variance_pct
3,27,12,27,1.644606045908993,14.02774810550056,-3.4368736230302455,456,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,12,28,1.644606045908993,14.02774810550056,-3.4368736230302455,456,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,12,29,1.6445930803630697,14.027648250362311,-3.4368736230302455,456,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,12,30,1.7094353274393244,14.550743731604188,-3.421283072093484,453,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,12,31,1.6445930803630697,14.027648250362311,-3.4368736230302455,456,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,13,27,1.8026169097801712,15.316508216604552,-3.3987133253481683,453,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,13,28,1.8026169097801712,15.316508216604552,-3.3987133253481683,453,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,13,29,1.7749817711767673,15.065019088453191,-3.4060926757425225,450,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,13,30,1.8405700015457873,15.588114569695065,-3.390779512868325,447,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,13,31,1.7749817711767673,15.065019088453191,-3.4060926757425225,450,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,14,27,1.867928688436139,15.829860843806753,-3.3837519239024005,450,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,14,28,1.867928688436139,15.829860843806753,-3.3837519239024005,450,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,14,29,1.8402910440657663,15.578271860517145,-3.391066378431984,447,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,14,30,1.8403331897446398,15.586449357022957,-3.390828042047578,447,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,14,31,1.7747473108429588,15.063353875781061,-3.4061416442417447,450,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,15,27,1.6939751585427634,14.533197368055006,-3.421806701539276,453,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,15,28,1.6939751585427634,14.533197368055006,-3.421806701539276,453,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,15,29,1.6666046046627017,14.281608384765399,-3.429286784526675,450,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,15,30,1.6025337533722337,13.766690400029336,-3.4447045618659744,453,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,15,31,1.6025337533722337,13.766690400029336,-3.4447045618659744,453,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,16,27,1.5549336759834036,13.237100907717458,-3.4607099549210485,450,1.6087858794976797,0.15348089775237986,9.540169372962302
3,27,16,28,1.5549336759834036,13.237100907717458,-3.4607099549210485,450,1.6087858794976797,0.15348089775237986,9.540169372962302
