asset,displacement,oos_sharpe,oos_return_pct,oos_max_dd_pct,oos_trades,oos_pf
OP,78,1.927664269442478,1.8354057400278734,-1.2640528454951783,84,1.587942774943699
OP,26,1.543647486149365,1.6255467158686754,-0.903828723908684,96,1.3930281908907327
OP,52,1.072026698813463,1.1038776717744003,-1.9069036508828074,87,1.267386771782184
OP,39,1.004514215517037,1.043633625674567,-1.3211434124726917,87,1.2533794611533309
OP,65,0.8798827880615634,0.8429204992317363,-1.1229474924240535,84,1.2319432831613693
