file,row,asset,tp1_mult,tp2_mult,tp3_mult,reason
outputs/optim_XRP_atr.csv,48,,5.0,9.0,6.0,non_increasing
outputs/optim_XRP_atr.csv,49,,3.75,3.5,3.5,non_increasing
outputs/optim_XRP_atr.csv,50,,4.5,4.0,5.0,non_increasing
outputs/optim_XRP_atr.csv,51,,5.0,3.0,3.5,non_increasing
outputs/optim_XRP_atr.csv,52,,3.75,5.0,2.5,non_increasing
outputs/optim_XRP_atr.csv,53,,4.75,3.0,4.0,non_increasing
outputs/optim_XRP_atr.csv,54,,5.0,3.5,3.5,non_increasing
outputs/optim_XRP_atr.csv,55,,4.75,3.0,3.0,non_increasing
outputs/optim_XRP_atr.csv,56,,4.25,11.0,3.0,non_increasing
outputs/optim_XRP_atr.csv,58,,4.5,7.5,2.5,non_increasing
outputs/optim_XRP_atr.csv,59,,4.75,3.0,6.0,non_increasing
outputs/optim_XRP_atr.csv,60,,2.0,4.0,4.0,non_increasing
outputs/optim_XRP_atr.csv,61,,3.25,3.5,5.0,gap_too_small
outputs/optim_XRP_atr.csv,62,,4.5,4.5,5.5,non_increasing
outputs/optim_XRP_atr.csv,63,,5.0,3.0,2.5,non_increasing
outputs/optim_XRP_atr.csv,64,,4.75,3.0,4.5,non_increasing
outputs/optim_XRP_atr.csv,65,,4.75,3.5,4.0,non_increasing
outputs/optim_XRP_atr.csv,66,,5.0,3.0,3.5,non_increasing
outputs/optim_XRP_atr.csv,67,,5.0,4.0,3.0,non_increasing
outputs/optim_XRP_atr.csv,68,,4.75,3.5,3.5,non_increasing
outputs/optim_XRP_atr.csv,70,,4.25,4.0,5.0,non_increasing
outputs/optim_XRP_atr.csv,71,,4.5,3.0,6.0,non_increasing
outputs/optim_XRP_atr.csv,72,,5.0,4.0,7.0,non_increasing
outputs/optim_XRP_atr.csv,73,,5.0,3.0,3.5,non_increasing
outputs/optim_XRP_atr.csv,74,,4.75,3.5,3.5,non_increasing
outputs/optim_XRP_atr.csv,75,,5.0,3.0,4.0,non_increasing
outputs/optim_XRP_atr.csv,76,,5.0,3.5,3.0,non_increasing
outputs/optim_XRP_atr.csv,77,,5.0,3.0,2.5,non_increasing
outputs/optim_XRP_atr.csv,79,,4.75,3.0,5.5,non_increasing
outputs/optim_XRP_atr.csv,81,,4.5,4.5,5.5,non_increasing
outputs/optim_XRP_atr.csv,82,,4.75,3.0,5.5,non_increasing
outputs/optim_XRP_atr.csv,83,,4.75,3.0,5.5,non_increasing
outputs/optim_XRP_atr.csv,84,,4.75,3.5,6.0,non_increasing
outputs/optim_XRP_atr.csv,85,,4.5,3.0,5.5,non_increasing
outputs/optim_XRP_atr.csv,86,,4.75,3.5,5.0,non_increasing
outputs/optim_XRP_atr.csv,87,,4.75,3.5,5.5,non_increasing
outputs/optim_XRP_atr.csv,88,,4.5,3.0,4.5,non_increasing
outputs/optim_XRP_atr.csv,89,,5.0,4.0,6.0,non_increasing
outputs/optim_XRP_atr.csv,90,,5.0,4.0,5.5,non_increasing
outputs/optim_XRP_atr.csv,92,,4.25,8.5,7.5,non_increasing
outputs/optim_XRP_atr.csv,93,,5.0,3.0,5.0,non_increasing
outputs/optim_XRP_atr.csv,94,,5.0,3.5,5.0,non_increasing
outputs/optim_XRP_atr.csv,95,,4.75,3.0,6.0,non_increasing
outputs/optim_XRP_atr.csv,96,,4.75,3.0,6.0,non_increasing
outputs/optim_XRP_atr.csv,97,,4.75,3.5,5.5,non_increasing
outputs/optim_XRP_atr.csv,98,,4.75,3.0,6.0,non_increasing
outputs/optim_XRP_atr.csv,99,,4.5,3.5,6.0,non_increasing
outputs/optim_XRP_atr.csv,100,,4.75,3.0,7.0,non_increasing
outputs/optim_XRP_atr.csv,101,,5.0,4.0,4.5,non_increasing
outputs/pine_plan.csv,3,ETH,4.75,3.0,4.5,non_increasing
outputs/pine_plan.csv,4,AVAX,1.5,10.5,8.0,non_increasing
outputs/pine_plan.csv,5,UNI,4.5,3.0,9.5,non_increasing
outputs/pine_plan.csv,6,SUI,5.0,12.0,8.5,non_increasing
outputs/pine_plan.csv,7,SEI,4.75,3.0,9.5,non_increasing
outputs/pine_plan_fullguards.csv,3,ETH,4.75,3.0,4.5,non_increasing
outputs/pine_plan_fullguards.csv,4,AVAX,1.5,10.5,8.0,non_increasing
outputs/pine_plan_fullguards.csv,5,UNI,4.5,3.0,9.5,non_increasing
outputs/pine_plan_fullguards.csv,6,SEI,4.75,3.0,9.5,non_increasing
