asset,current_displacement,current_sharpe,current_wfe,best_displacement,best_sharpe,best_wfe,improvement_pct,recommendation
BTC,52,1.3149069284879265,0.4886631813695325,52,1.3149069284879265,0.4886631813695325,0.0,KEEP
