asset,displacement,oos_sharpe,oos_return_pct,oos_max_dd_pct,oos_trades,oos_pf
DOGE,26,3.183985889214436,5.067709190494085,-1.5848632597155188,84,1.9548655434446196
DOGE,78,2.5072964559275435,4.16424072747188,-1.4557759066527232,84,1.658463263190639
DOGE,65,1.9801342778657018,3.012889147262965,-2.0441187466336275,81,1.5152539250352017
DOGE,52,1.0050126608196153,1.6342890694329704,-2.569215316465534,90,1.2203944519709446
DOGE,39,0.12919150124200526,0.18399221194131954,-4.354799629687179,99,1.0217821766606445
