profile,sharpe,sortino,max_dd_pct,total_return_pct,assets,diversification_ratio,max_pair_corr
equal_weight,4.495817557865992,9.22156411714717,-2.0102657860908923,24.102422935956348,11,1.9685645412387913,0.3615699725474689
risk_parity,4.856604588638621,9.022229728491578,-1.794618217221633,20.31520476234714,11,2.0913732284469058,0.3615699725474689
