asset,guard001_pass,guard002_pass,guard003_pass,guard005_pass,guard006_pass,guard007_pass,all_pass,error
"SHIB,DOT,NEAR",False,False,False,False,False,False,False,"No data found for SHIB,DOT,NEAR in data"
