pct_return_top_5,pct_return_top_10,skewness,kurtosis,longest_win_streak,longest_loss_streak,avg_win,avg_loss,max_win,max_loss
11.291268821802339,22.550335901438554,0.025248552552153348,-1.368476055970557,12,18,24.730634174810948,-12.371750824640095,35.498463110013695,-27.8369892943065
