asset,trial_count,run_idx,is_sharpe,val_sharpe,oos_sharpe,wfe,is_trades,oos_trades,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun
BTC,50,0,3.2357144884529343,-1.1363486224859343,1.4504672714608577,0.4482680028281351,246,78,4.25,3.5,8.0,9.0,11,21
BTC,50,1,3.2357144884529343,-1.1363486224859343,1.4504672714608577,0.4482680028281351,246,78,4.25,3.5,8.0,9.0,11,21
BTC,100,0,3.588519464913189,0.6130813417726634,0.6492078891442711,0.18091246139025088,213,72,4.5,4.25,7.5,9.5,6,34
BTC,100,1,3.588519464913189,0.6130813417726634,0.6492078891442711,0.18091246139025088,213,72,4.5,4.25,7.5,9.5,6,34
BTC,200,0,3.588519464913189,0.6130813417726634,0.6492078891442711,0.18091246139025088,213,72,4.5,4.25,7.5,9.5,6,34
BTC,200,1,3.588519464913189,0.6130813417726634,0.6492078891442711,0.18091246139025088,213,72,4.5,4.25,7.5,9.5,6,34
