regime,trades,net_pnl,return_pct,pct_of_total_pnl,avg_pnl_per_trade,pnl_mismatch_pct
CRASH,3,-51.12484925671618,-0.5112484925671618,-2.913148996237499,-17.041616418905395,0.0
HIGH_VOL,6,-33.336638989628455,-0.33336638989628453,-1.8995576089216581,-5.556106498271409,0.0
BEAR,42,278.1312407084086,2.781312407084086,15.848217774168816,6.622172397819252,0.0
BULL,99,345.66819318619986,3.4566819318619983,19.696546095523644,3.491597910971716,0.0
SIDEWAYS,99,290.77237050996195,2.9077237050996194,16.568522970723805,2.9370946516157774,0.0
RECOVERY,60,167.3497177954883,1.673497177954883,9.535767234609724,2.789161963258138,0.0
OTHER,235,757.5085352045024,7.575085352045025,43.16365253013317,3.223440575338308,0.0
