asset,cluster,individual_sharpe,cluster_avg_sharpe,param_distance
PEPE,cluster_0,2.339138006818774,2.3106293165483143,8.54766049863938
ILV,cluster_0,2.282120626277854,2.3106293165483143,8.40014880820572
SAND,cluster_1,1.6598946175097813,2.4440650901720526,7.318640584152224
ONE,cluster_1,3.228235562834324,2.4440650901720526,7.093130479555554
