entry_time,exit_time,direction,entry_price,exit_price,size,notional,quantity,gross_pnl,costs,net_pnl,exit_reason,tp_multiple,pnl
2025-08-28 04:00:00+00:00,2025-08-29 07:00:00+00:00,1,112963.2,110945.97678882614,0.5,1399.9838909034863,0.012393274012275558,-24.999999999999996,1.9599774472648808,-26.959977447264876,stop,2.0,-26.959977447264876
2025-08-28 04:00:00+00:00,2025-08-29 07:00:00+00:00,1,112963.2,110945.97678882614,0.3,839.9903345420918,0.007435964407365335,-14.999999999999998,1.1759864683589285,-16.17598646835893,stop,6.0,-16.17598646835893
2025-08-28 04:00:00+00:00,2025-08-29 07:00:00+00:00,1,112963.2,110945.97678882614,0.2,559.9935563613946,0.0049573096049102235,-10.0,0.7839909789059524,-10.783990978905953,stop,10.0,-10.783990978905953
2025-09-02 02:00:00+00:00,2025-09-02 14:00:00+00:00,1,110239.5,111601.3315361145,0.5,1349.1573306065116,0.012238420263213382,16.66666666666679,1.8888202628491162,14.777846403817673,tp1,2.0,14.777846403817673
2025-09-02 02:00:00+00:00,2025-09-02 18:00:00+00:00,1,110239.5,110239.5,0.3,809.494398363907,0.007343052157928029,0.0,1.1332921577094697,-1.1332921577094697,stop,6.0,-1.1332921577094697
2025-09-02 02:00:00+00:00,2025-09-02 18:00:00+00:00,1,110239.5,110239.5,0.2,539.6629322426046,0.004895368105285352,0.0,0.7555281051396464,-0.7555281051396464,stop,10.0,-0.7555281051396464
2025-09-04 15:00:00+00:00,2025-09-04 22:00:00+00:00,-1,109500.2,111113.22618367216,0.5,1697.1237216793882,0.015498818464983518,-25.0,2.3759732103511433,-27.375973210351145,stop,2.0,-27.375973210351145
2025-09-04 15:00:00+00:00,2025-09-04 22:00:00+00:00,-1,109500.2,111113.22618367216,0.3,1018.2742330076328,0.009299291078990109,-14.999999999999996,1.425583926210686,-16.42558392621068,stop,6.0,-16.42558392621068
2025-09-04 15:00:00+00:00,2025-09-04 22:00:00+00:00,-1,109500.2,111113.22618367216,0.2,678.8494886717554,0.006199527385993408,-10.000000000000002,0.9503892841404575,-10.95038928414046,stop,10.0,-10.95038928414046
2025-09-05 07:00:00+00:00,2025-09-05 14:00:00+00:00,1,112946.7,111277.05694823134,0.5,1691.180337622996,0.014973260286692713,-25.0,2.3676524726721944,-27.367652472672194,stop,2.0,-27.367652472672194
2025-09-05 07:00:00+00:00,2025-09-05 14:00:00+00:00,1,112946.7,111277.05694823134,0.3,1014.7082025737975,0.008983956172015629,-15.0,1.4205914836033164,-16.420591483603317,stop,6.0,-16.420591483603317
2025-09-05 07:00:00+00:00,2025-09-05 14:00:00+00:00,1,112946.7,111277.05694823134,0.2,676.4721350491984,0.005989304114677086,-10.000000000000002,0.9470609890688778,-10.947060989068879,stop,10.0,-10.947060989068879
2025-09-06 06:00:00+00:00,2025-09-08 13:00:00+00:00,-1,110753.6,112242.26784037024,0.5,1859.9447942069978,0.01679353803584712,-24.999999999999996,2.6039227118897967,-27.603922711889794,stop,2.0,-27.603922711889794
2025-09-06 06:00:00+00:00,2025-09-08 13:00:00+00:00,-1,110753.6,112242.26784037024,0.3,1115.9668765241986,0.010076122821508273,-15.0,1.562353627133878,-16.562353627133877,stop,6.0,-16.562353627133877
2025-09-06 06:00:00+00:00,2025-09-08 13:00:00+00:00,-1,110753.6,112242.26784037024,0.2,743.9779176827992,0.00671741521433885,-10.000000000000002,1.041569084755919,-11.04156908475592,stop,10.0,-11.04156908475592
2025-09-09 15:00:00+00:00,2025-09-10 07:00:00+00:00,-1,110873.2,112515.45063115856,0.5,1687.8239821680288,0.015223011351417915,-25.0,2.3629535750352404,-27.36295357503524,stop,2.0,-27.36295357503524
2025-09-09 15:00:00+00:00,2025-09-10 07:00:00+00:00,-1,110873.2,112515.45063115856,0.3,1012.6943893008172,0.009133806810850749,-14.999999999999998,1.417772145021144,-16.417772145021143,stop,6.0,-16.417772145021143
2025-09-09 15:00:00+00:00,2025-09-10 07:00:00+00:00,-1,110873.2,112515.45063115856,0.2,675.1295928672116,0.006089204540567167,-10.000000000000002,0.9451814300140963,-10.945181430014099,stop,10.0,-10.945181430014099
2025-09-10 12:00:00+00:00,2025-09-11 03:00:00+00:00,1,113420.4,114401.55926265413,0.5,1926.6393051077475,0.01698670878526039,16.666666666666664,2.6972950271508465,13.969371639515817,tp1,2.0,13.969371639515817
2025-09-10 12:00:00+00:00,2025-09-11 12:00:00+00:00,1,113420.4,113420.4,0.3,1155.9835830646484,0.010192025271156233,0.0,1.6183770162905078,-1.6183770162905078,stop,6.0,-1.6183770162905078
2025-09-10 12:00:00+00:00,2025-09-11 12:00:00+00:00,1,113420.4,113420.4,0.2,770.6557220430991,0.006794683514104157,0.0,1.0789180108603387,-1.0789180108603387,stop,10.0,-1.0789180108603387
2025-09-14 23:00:00+00:00,2025-09-15 05:00:00+00:00,-1,115272.6,116281.90834228387,0.5,2855.2374723060493,0.024769437596671273,-25.0,3.997332461228469,-28.997332461228467,stop,2.0,-28.997332461228467
2025-09-14 23:00:00+00:00,2025-09-15 05:00:00+00:00,-1,115272.6,116281.90834228387,0.3,1713.1424833836295,0.014861662558002763,-15.0,2.3983994767370813,-17.398399476737083,stop,6.0,-17.398399476737083
2025-09-14 23:00:00+00:00,2025-09-15 05:00:00+00:00,-1,115272.6,116281.90834228387,0.2,1142.0949889224198,0.00990777503866851,-10.000000000000002,1.5989329844913878,-11.59893298449139,stop,10.0,-11.59893298449139
2025-09-16 17:00:00+00:00,2025-09-17 18:00:00+00:00,1,116456.2,115022.36623830459,0.5,2030.5038685638606,0.01743577300791079,-25.0,2.8427054159894047,-27.842705415989403,stop,2.0,-27.842705415989403
2025-09-16 17:00:00+00:00,2025-09-17 18:00:00+00:00,1,116456.2,115022.36623830459,0.3,1218.3023211383163,0.010461463804746473,-14.999999999999998,1.7056232495936428,-16.705623249593643,stop,6.0,-16.705623249593643
2025-09-16 17:00:00+00:00,2025-09-17 18:00:00+00:00,1,116456.2,115022.36623830459,0.2,812.2015474255443,0.006974309203164317,-10.0,1.137082166395762,-11.137082166395762,stop,10.0,-11.137082166395762
2025-09-17 18:00:00+00:00,2025-09-17 23:00:00+00:00,-1,115239.4,116845.89846647663,0.5,1793.331932845574,0.015561795122549876,-25.0,2.5106647059838036,-27.510664705983803,stop,2.0,-27.510664705983803
2025-09-17 18:00:00+00:00,2025-09-17 23:00:00+00:00,-1,115239.4,116845.89846647663,0.3,1075.9991597073445,0.009337077073529926,-15.000000000000002,1.5063988235902823,-16.506398823590285,stop,6.0,-16.506398823590285
2025-09-17 18:00:00+00:00,2025-09-17 23:00:00+00:00,-1,115239.4,116845.89846647663,0.2,717.3327731382296,0.00622471804901995,-10.0,1.0042658823935215,-11.004265882393522,stop,10.0,-11.004265882393522
2025-09-18 03:00:00+00:00,2025-09-19 15:00:00+00:00,1,117582.0,115753.34434491939,0.5,1607.4923629459456,0.013671245283682415,-25.000000000000004,2.250489308124324,-27.250489308124326,stop,2.0,-27.250489308124326
2025-09-18 03:00:00+00:00,2025-09-19 15:00:00+00:00,1,117582.0,115753.34434491939,0.3,964.4954177675673,0.008202747170209449,-15.000000000000002,1.3502935848745943,-16.350293584874596,stop,6.0,-16.350293584874596
2025-09-18 03:00:00+00:00,2025-09-19 15:00:00+00:00,1,117582.0,115753.34434491939,0.2,642.9969451783783,0.005468498113472966,-10.0,0.9001957232497295,-10.90019572324973,stop,10.0,-10.90019572324973
2025-09-28 22:00:00+00:00,2025-09-29 13:00:00+00:00,1,111937.9,112621.84701511778,0.5,2727.74297632599,0.024368359387892665,16.666666666666547,3.8188401668563863,12.84782649981016,tp1,2.0,12.84782649981016
2025-09-28 22:00:00+00:00,2025-09-29 14:00:00+00:00,1,111937.9,113989.74104535335,0.3,1636.645785795594,0.014621015632735598,29.999999999999996,2.2913041001138317,27.708695899886166,tp2,6.0,27.708695899886166
2025-09-28 22:00:00+00:00,2025-10-01 08:00:00+00:00,1,111937.9,115357.63507558893,0.2,1091.0971905303961,0.009747343755157066,33.33333333333338,1.5275360667425546,31.805797266590822,tp3,10.0,31.805797266590822
2025-10-07 14:00:00+00:00,2025-10-07 15:00:00+00:00,-1,122735.4,121322.84359154674,0.5,1448.1474776925372,0.011798938836656232,16.666666666666725,2.027406468769552,14.639260197897173,tp1,2.0,14.639260197897173
2025-10-07 14:00:00+00:00,2025-10-08 08:00:00+00:00,-1,122735.4,122735.4,0.3,868.8884866155223,0.007079363301993739,-0.0,1.2164438812617313,-1.2164438812617313,stop,6.0,-1.2164438812617313
2025-10-07 14:00:00+00:00,2025-10-08 08:00:00+00:00,-1,122735.4,122735.4,0.2,579.2589910770149,0.004719575534662493,-0.0,0.8109625875078209,-0.8109625875078209,stop,10.0,-0.8109625875078209
2025-10-13 02:00:00+00:00,2025-10-14 05:00:00+00:00,1,115332.3,112436.94068995623,0.5,995.8375425108845,0.008634506920532102,-25.0,1.3941725595152383,-26.394172559515237,stop,2.0,-26.394172559515237
2025-10-13 02:00:00+00:00,2025-10-14 05:00:00+00:00,1,115332.3,112436.94068995623,0.3,597.5025255065307,0.005180704152319261,-15.0,0.8365035357091429,-15.836503535709143,stop,6.0,-15.836503535709143
2025-10-13 02:00:00+00:00,2025-10-14 05:00:00+00:00,1,115332.3,112436.94068995623,0.2,398.33501700435386,0.003453802768212841,-10.000000000000002,0.5576690238060954,-10.557669023806097,stop,10.0,-10.557669023806097
2025-10-14 05:00:00+00:00,2025-10-14 10:00:00+00:00,-1,112482.0,110937.9980965833,0.5,1214.182441000556,0.010794459922481429,16.666666666666668,1.6998554174007785,14.96681124926589,tp1,2.0,14.96681124926589
2025-10-14 05:00:00+00:00,2025-10-14 15:00:00+00:00,-1,112482.0,112482.0,0.3,728.5094646003337,0.006476675953488858,-0.0,1.019913250440467,-1.019913250440467,stop,6.0,-1.019913250440467
2025-10-14 05:00:00+00:00,2025-10-14 15:00:00+00:00,-1,112482.0,112482.0,0.2,485.67297640022247,0.0043177839689925715,-0.0,0.6799421669603114,-0.6799421669603114,stop,10.0,-0.6799421669603114
2025-10-19 14:00:00+00:00,2025-10-20 03:00:00+00:00,1,108421.2,109633.76131736168,0.5,1490.2504097126784,0.013745009368211,16.666666666666668,2.0863505735977497,14.580316093068918,tp1,2.0,14.580316093068918
2025-10-19 14:00:00+00:00,2025-10-21 04:00:00+00:00,1,108421.2,108421.2,0.3,894.150245827607,0.0082470056209266,0.0,1.25181034415865,-1.25181034415865,stop,6.0,-1.25181034415865
2025-10-19 14:00:00+00:00,2025-10-21 04:00:00+00:00,1,108421.2,108421.2,0.2,596.1001638850714,0.005498003747284401,0.0,0.8345402294391,-0.8345402294391,stop,10.0,-0.8345402294391
2025-10-21 04:00:00+00:00,2025-10-21 14:00:00+00:00,-1,107786.4,109908.64533954827,0.5,1269.7212474847827,0.011779976392984483,-25.0,1.7776097464786957,-26.777609746478696,stop,2.0,-26.777609746478696
2025-10-21 04:00:00+00:00,2025-10-21 14:00:00+00:00,-1,107786.4,109908.64533954827,0.3,761.8327484908696,0.00706798583579069,-15.0,1.0665658478872173,-16.06656584788722,stop,6.0,-16.06656584788722
2025-10-21 04:00:00+00:00,2025-10-21 14:00:00+00:00,-1,107786.4,109908.64533954827,0.2,507.8884989939131,0.004711990557193794,-10.000000000000002,0.7110438985914783,-10.71104389859148,stop,10.0,-10.71104389859148
2025-10-21 14:00:00+00:00,2025-10-21 22:00:00+00:00,1,112199.9,109334.13724812922,0.5,978.7961331303135,0.008723680975921667,-24.999999999999996,1.3703145863824389,-26.370314586382435,stop,2.0,-26.370314586382435
2025-10-21 14:00:00+00:00,2025-10-21 22:00:00+00:00,1,112199.9,109334.13724812922,0.3,587.2776798781881,0.005234208585553001,-15.0,0.8221887518294634,-15.822188751829463,stop,6.0,-15.822188751829463
2025-10-21 14:00:00+00:00,2025-10-21 22:00:00+00:00,1,112199.9,109334.13724812922,0.2,391.5184532521254,0.0034894723903686675,-10.0,0.5481258345529756,-10.548125834552975,stop,10.0,-10.548125834552975
2025-10-21 23:00:00+00:00,2025-10-24 12:00:00+00:00,-1,108300.5,111829.57226441574,0.5,767.2023402015116,0.007084014757101875,-25.000000000000004,1.0740832762821162,-26.07408327628212,stop,2.0,-26.07408327628212
2025-10-21 23:00:00+00:00,2025-10-24 12:00:00+00:00,-1,108300.5,111829.57226441574,0.3,460.32140412090695,0.004250408854261125,-15.000000000000002,0.6444499657692697,-15.644449965769272,stop,6.0,-15.644449965769272
2025-10-21 23:00:00+00:00,2025-10-24 12:00:00+00:00,-1,108300.5,111829.57226441574,0.2,306.8809360806046,0.0028336059028407495,-10.0,0.4296333105128465,-10.429633310512846,stop,10.0,-10.429633310512846
2025-10-28 19:00:00+00:00,2025-10-28 21:00:00+00:00,-1,113690.4,112278.67408427471,0.5,1342.2152125233968,0.01180587993817769,16.666666666666668,1.8791012975327555,14.787565369133912,tp1,2.0,14.787565369133912
2025-10-28 19:00:00+00:00,2025-10-29 18:00:00+00:00,-1,113690.4,109455.22225282414,0.3,805.3291275140381,0.007083527962906614,30.0,1.1274607785196533,28.872539221480345,tp2,6.0,28.872539221480345
2025-10-28 19:00:00+00:00,2025-10-30 19:00:00+00:00,-1,113690.4,106631.77042137357,0.2,536.8860850093587,0.004722351975271075,33.33333333333333,0.7516405190131021,32.58169281432023,tp3,10.0,32.58169281432023
2025-11-02 04:00:00+00:00,2025-11-02 22:00:00+00:00,1,110670.8,109557.67487834388,0.5,2485.587600326157,0.022459290077655143,-25.0,3.4798226404566197,-28.479822640456618,stop,2.0,-28.479822640456618
2025-11-02 04:00:00+00:00,2025-11-02 22:00:00+00:00,1,110670.8,109557.67487834388,0.3,1491.3525601956942,0.013475574046593086,-15.0,2.0878935842739716,-17.08789358427397,stop,6.0,-17.08789358427397
2025-11-02 04:00:00+00:00,2025-11-02 22:00:00+00:00,1,110670.8,109557.67487834388,0.2,994.2350401304628,0.008983716031062058,-10.000000000000002,1.391929056182648,-11.39192905618265,stop,10.0,-11.39192905618265
2025-11-03 02:00:00+00:00,2025-11-03 03:00:00+00:00,-1,109031.3,107980.27206222602,0.5,1728.9629209876662,0.01585749157340751,16.666666666666742,2.4205480893827325,14.24611857728401,tp1,2.0,14.24611857728401
2025-11-03 02:00:00+00:00,2025-11-03 15:00:00+00:00,-1,109031.3,105878.21618667808,0.3,1037.3777525925996,0.009514494944044504,29.999999999999993,1.4523288536296395,28.547671146370355,tp2,6.0,28.547671146370355
2025-11-03 02:00:00+00:00,2025-11-04 08:00:00+00:00,-1,109031.3,103776.16031113014,0.2,691.5851683950665,0.006342996629363004,33.3333333333333,0.9682192357530931,32.365114097580204,tp3,10.0,32.365114097580204
2025-11-09 15:00:00+00:00,2025-11-09 20:00:00+00:00,1,103760.6,104936.64327725627,0.5,1470.4759312666954,0.014171814072650845,16.666666666666735,2.0586663037733737,14.608000362893362,tp1,2.0,14.608000362893362
2025-11-09 15:00:00+00:00,2025-11-11 01:00:00+00:00,1,103760.6,107288.7298317688,0.3,882.2855587600172,0.008503088443590507,30.000000000000124,1.2351997822640242,28.7648002177361,tp2,6.0,28.7648002177361
2025-11-09 15:00:00+00:00,2025-11-11 06:00:00+00:00,1,103760.6,104936.64327725627,0.2,588.1903725066782,0.005668725629060338,6.666666666666694,0.8234665215093494,5.843200145157344,stop,10.0,5.843200145157344
2025-11-11 15:00:00+00:00,2025-11-12 15:00:00+00:00,-1,103462.9,101966.35893771122,0.5,1152.2448064535167,0.011136792091208702,16.666666666666664,1.6131427290349234,15.053523937631741,tp1,2.0,15.053523937631741
2025-11-11 15:00:00+00:00,2025-11-13 06:00:00+00:00,-1,103462.9,103462.9,0.3,691.34688387211,0.00668207525472522,-0.0,0.9678856374209539,-0.9678856374209539,stop,6.0,-0.9678856374209539
2025-11-11 15:00:00+00:00,2025-11-13 06:00:00+00:00,-1,103462.9,103462.9,0.2,460.8979225814067,0.004454716836483481,-0.0,0.6452570916139694,-0.6452570916139694,stop,10.0,-0.6452570916139694
2025-11-23 15:00:00+00:00,2025-11-24 17:00:00+00:00,1,87081.6,88374.90273799219,0.5,1122.2121142751162,0.012886902793186116,16.66666666666673,1.5710969599851625,15.095569706681566,tp1,2.0,15.095569706681566
2025-11-23 15:00:00+00:00,2025-11-25 08:00:00+00:00,1,87081.6,87081.6,0.3,673.3272685650696,0.007732141675911669,0.0,0.9426581759910975,-0.9426581759910975,stop,6.0,-0.9426581759910975
2025-11-23 15:00:00+00:00,2025-11-25 08:00:00+00:00,1,87081.6,87081.6,0.2,448.8848457100465,0.005154761117274447,0.0,0.628438783994065,-0.628438783994065,stop,10.0,-0.628438783994065
2025-11-26 09:00:00+00:00,2025-11-26 17:00:00+00:00,-1,86837.3,88754.28466714377,0.5,1132.4725425345223,0.013041314533438077,-25.0,1.5854615595483312,-26.58546155954833,stop,2.0,-26.58546155954833
2025-11-26 09:00:00+00:00,2025-11-26 17:00:00+00:00,-1,86837.3,88754.28466714377,0.3,679.4835255207133,0.007824788720062845,-14.999999999999998,0.9512769357289986,-15.951276935728997,stop,6.0,-15.951276935728997
2025-11-26 09:00:00+00:00,2025-11-26 17:00:00+00:00,-1,86837.3,88754.28466714377,0.2,452.98901701380896,0.005216525813375231,-10.000000000000002,0.6341846238193325,-10.634184623819333,stop,10.0,-10.634184623819333
2025-11-26 17:00:00+00:00,2025-11-27 02:00:00+00:00,1,89842.6,91391.92943232434,0.5,966.4675797323919,0.01075734205969542,16.66666666666656,1.3530546116253486,15.313612055041213,tp1,2.0,15.313612055041213
2025-11-26 17:00:00+00:00,2025-12-01 00:00:00+00:00,1,89842.6,89842.6,0.3,579.880547839435,0.006454405235817252,0.0,0.8118327669752091,-0.8118327669752091,stop,6.0,-0.8118327669752091
2025-11-26 17:00:00+00:00,2025-12-01 00:00:00+00:00,1,89842.6,89842.6,0.2,386.58703189295676,0.004302936823878168,0.0,0.5412218446501394,-0.5412218446501394,stop,10.0,-0.5412218446501394
2025-12-02 18:00:00+00:00,2025-12-03 06:00:00+00:00,1,91946.4,93685.0668921513,0.5,881.3879225041608,0.009585888327375088,16.66666666666671,1.2339430915058252,15.432723575160885,tp1,2.0,15.432723575160885
2025-12-02 18:00:00+00:00,2025-12-03 14:00:00+00:00,1,91946.4,91946.4,0.3,528.8327535024964,0.005751532996425053,0.0,0.7403658549034949,-0.7403658549034949,stop,6.0,-0.7403658549034949
2025-12-02 18:00:00+00:00,2025-12-03 14:00:00+00:00,1,91946.4,91946.4,0.2,352.55516900166435,0.003834355330950036,0.0,0.4935772366023301,-0.4935772366023301,stop,10.0,-0.4935772366023301
2025-12-05 14:00:00+00:00,2025-12-05 16:00:00+00:00,-1,90292.7,89034.50937824085,0.5,1196.0654509006636,0.01324653544417947,16.666666666666732,1.674491631260929,14.992175035405802,tp1,2.0,14.992175035405802
2025-12-05 14:00:00+00:00,2025-12-07 17:00:00+00:00,-1,90292.7,90292.7,0.3,717.6392705403981,0.007947921266507682,-0.0,1.0046949787565573,-1.0046949787565573,stop,6.0,-1.0046949787565573
2025-12-05 14:00:00+00:00,2025-12-07 17:00:00+00:00,-1,90292.7,90292.7,0.2,478.42618036026545,0.005298614177671788,-0.0,0.6697966525043716,-0.6697966525043716,stop,10.0,-0.6697966525043716
2025-12-08 07:00:00+00:00,2025-12-09 05:00:00+00:00,1,91571.9,89570.33894039475,0.5,1143.756014343877,0.012490250986862532,-25.0,1.601258420081428,-26.60125842008143,stop,2.0,-26.60125842008143
2025-12-08 07:00:00+00:00,2025-12-09 05:00:00+00:00,1,91571.9,89570.33894039475,0.3,686.2536086063262,0.00749415059211752,-15.000000000000002,0.9607550520488567,-15.960755052048858,stop,6.0,-15.960755052048858
2025-12-08 07:00:00+00:00,2025-12-09 05:00:00+00:00,1,91571.9,89570.33894039475,0.2,457.5024057375508,0.0049961003947450126,-10.0,0.6405033680325711,-10.64050336803257,stop,10.0,-10.64050336803257
2025-12-11 00:00:00+00:00,2025-12-11 03:00:00+00:00,-1,91392.2,89796.99810095306,0.5,954.8655466391966,0.010447998260674288,16.666666666666718,1.3368117652948752,15.329854901371842,tp1,2.0,15.329854901371842
2025-12-11 00:00:00+00:00,2025-12-11 19:00:00+00:00,-1,91392.2,91392.2,0.3,572.919327983518,0.006268798956404573,-0.0,0.8020870591769251,-0.8020870591769251,stop,6.0,-0.8020870591769251
2025-12-11 00:00:00+00:00,2025-12-11 19:00:00+00:00,-1,91392.2,91392.2,0.2,381.94621865567865,0.004179199304269715,-0.0,0.5347247061179501,-0.5347247061179501,stop,10.0,-0.5347247061179501
2025-12-21 09:00:00+00:00,2025-12-21 13:00:00+00:00,1,88905.1,88019.13654111607,0.5,2508.7123827881956,0.028217868072677444,-25.000000000000004,3.512197335903474,-28.512197335903476,stop,2.0,-28.512197335903476
2025-12-21 09:00:00+00:00,2025-12-21 13:00:00+00:00,1,88905.1,88019.13654111607,0.3,1505.2274296729172,0.016930720843606466,-15.000000000000002,2.1073184015420843,-17.107318401542088,stop,6.0,-17.107318401542088
2025-12-21 09:00:00+00:00,2025-12-21 13:00:00+00:00,1,88905.1,88019.13654111607,0.2,1003.4849531152782,0.011287147229070978,-10.000000000000002,1.4048789343613894,-11.404878934361392,stop,10.0,-11.404878934361392
2025-12-22 19:00:00+00:00,2025-12-23 14:00:00+00:00,-1,88049.0,86862.261453264,0.5,1236.568355658023,0.014044093126077786,16.6666666666666,1.7311956979212322,14.935470968745369,tp1,2.0,14.935470968745369
2025-12-22 19:00:00+00:00,2025-12-23 16:00:00+00:00,-1,88049.0,88049.0,0.3,741.9410133948137,0.00842645587564667,-0.0,1.0387174187527393,-1.0387174187527393,stop,6.0,-1.0387174187527393
2025-12-22 19:00:00+00:00,2025-12-23 16:00:00+00:00,-1,88049.0,88049.0,0.2,494.6273422632092,0.005617637250431114,-0.0,0.6924782791684928,-0.6924782791684928,stop,10.0,-0.6924782791684928
2025-12-26 02:00:00+00:00,2025-12-26 14:00:00+00:00,1,89185.8,87705.8481743798,0.5,1506.5659309995642,0.016892441745205673,-24.999999999999996,2.10919230339939,-27.109192303399386,stop,2.0,-27.109192303399386
2025-12-26 02:00:00+00:00,2025-12-26 14:00:00+00:00,1,89185.8,87705.8481743798,0.3,903.9395585997385,0.010135465047123404,-14.999999999999998,1.2655153820396339,-16.26551538203963,stop,6.0,-16.26551538203963
2025-12-26 02:00:00+00:00,2025-12-26 14:00:00+00:00,1,89185.8,87705.8481743798,0.2,602.6263723998258,0.00675697669808227,-10.000000000000002,0.843676921359756,-10.843676921359759,stop,10.0,-10.843676921359759
2025-12-26 14:00:00+00:00,2025-12-29 02:00:00+00:00,-1,87389.9,88998.1073910901,0.5,1358.4986066499098,0.015545258738709048,-24.999999999999996,1.9018980493098736,-26.90189804930987,stop,2.0,-26.90189804930987
2025-12-26 14:00:00+00:00,2025-12-29 02:00:00+00:00,-1,87389.9,88998.1073910901,0.3,815.0991639899459,0.00932715524322543,-15.0,1.1411388295859242,-16.141138829585923,stop,6.0,-16.141138829585923
2025-12-26 14:00:00+00:00,2025-12-29 02:00:00+00:00,-1,87389.9,88998.1073910901,0.2,543.3994426599639,0.006218103495483619,-9.999999999999998,0.7607592197239496,-10.760759219723948,stop,10.0,-10.760759219723948
2025-12-29 11:00:00+00:00,2025-12-30 14:00:00+00:00,-1,87562.6,88997.15612686881,0.5,1525.9528428337333,0.01742699329204173,-25.0,2.1363339799672265,-27.136333979967226,stop,2.0,-27.136333979967226
2025-12-29 11:00:00+00:00,2025-12-30 14:00:00+00:00,-1,87562.6,88997.15612686881,0.3,915.5717057002399,0.010456195975225038,-15.0,1.281800387980336,-16.281800387980336,stop,6.0,-16.281800387980336
2025-12-29 11:00:00+00:00,2025-12-30 14:00:00+00:00,-1,87562.6,88997.15612686881,0.2,610.3811371334933,0.006970797316816692,-10.0,0.8545335919868906,-10.85453359198689,stop,10.0,-10.85453359198689
2026-01-02 09:00:00+00:00,2026-01-02 14:00:00+00:00,1,89478.4,88551.57221894314,0.5,2413.565978189834,0.026973727493896114,-25.0,3.3789923694657675,-28.378992369465767,stop,2.0,-28.378992369465767
2026-01-02 09:00:00+00:00,2026-01-02 14:00:00+00:00,1,89478.4,88551.57221894314,0.3,1448.1395869139003,0.016184236496337667,-14.999999999999998,2.0273954216794605,-17.027395421679458,stop,6.0,-17.027395421679458
2026-01-02 09:00:00+00:00,2026-01-02 14:00:00+00:00,1,89478.4,88551.57221894314,0.2,965.4263912759336,0.010789490997558446,-10.0,1.351596947786307,-11.351596947786307,stop,10.0,-11.351596947786307
2026-01-06 17:00:00+00:00,2026-01-06 21:00:00+00:00,-1,91594.9,93361.93333809731,0.5,1295.8852844653507,0.014148006979267958,-25.0,1.8142393982514908,-26.81423939825149,stop,2.0,-26.81423939825149
2026-01-06 17:00:00+00:00,2026-01-06 21:00:00+00:00,-1,91594.9,93361.93333809731,0.3,777.5311706792104,0.008488804187560775,-15.0,1.0885436389508945,-16.088543638950895,stop,6.0,-16.088543638950895
