asset,weight
TIA,0.15273173209596905
CAKE,0.06856737302987391
RUNE,0.05210826035834078
EGLD,0.19554235465309494
SHIB,0.05000000000000001
DOT,0.058915137672065146
NEAR,0.13492933745682217
DOGE,0.06326325593201601
ANKR,0.07835929832103787
ETH,0.06983945897121392
JOE,0.07574379150956613
