asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe_pardo,return_efficiency,degradation_pct,mc_p,error
EGLD,FAIL,binance,1H,2024-01-28,2026-01-27,17520,42,WFE_PARDO<0.6; OVERFIT,5.0,1.75,4.0,6.0,5,26,8,21,52,3.157858095548826,7.744229624617338,309,0.6316104954813605,0.6153580457245234,120,1.868154785687816,1.5668316485681677,85,-1.0208770716913285,1.610884506017738,0.591589213055863,0.20232246776200014,40.8410786944137,0.01996007984031936,
AVAX,FAIL,binance,1H,2024-01-28,2026-01-27,17520,42,WFE_PARDO<0.6; OVERFIT,3.0,1.75,8.5,10.0,20,32,12,25,52,3.7247772844999445,16.8073554550646,303,-0.19274805399027858,-0.2888193816524276,111,1.2068007055785193,1.8954417897206755,108,-4.961950421873529,1.2810052179408986,0.3239927151082091,0.1127745405747052,67.60072848917909,0.041916167664670656,
BTC,FAIL,binance,1H,2024-01-28,2026-01-27,17520,42,OOS_SHARPE<1.0; WFE_PARDO<0.6; OVERFIT,4.25,4.25,7.5,9.5,11,20,13,18,52,3.4907735470453654,14.364879095634109,237,0.007074828411655456,-0.014060710252983277,72,-0.3212190476052414,-0.48654235458569506,75,-2.1674183339254305,0.9295157180495577,-0.09201944591253283,-0.0338702714688054,109.20194459125328,0.3193612774451098,
SOL,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,4.5,2.0,3.0,8.5,8,20,9,21,52,2.7198723525530957,7.939142937405785,293,0.9572027971980344,1.0823809343465163,120,3.246206889596326,2.842917839830217,93,-0.7747754948802199,2.1036154041472486,1.1935144259800168,0.3580887587293114,0.0,0.001996007984031936,
