asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,overfit_psr,overfit_dsr,overfit_sr_star,all_pass,error
MATIC,3.502188764635963,0.0,True,16.558715639393267,False,1.4770430663137817,True,46.16967889639078,False,2.7237785456847496,True,1.625266785456895e-14,True,0.7405465805673046,True,0.9808682276214731,,,False,
