asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe_pardo,return_efficiency,degradation_pct,mc_p,error
BTC,FAIL,binance,1H,2024-01-28,2026-01-27,17520,42,WFE_PARDO<0.6; OVERFIT,4.25,4.5,8.0,9.0,10,20,13,29,52,3.045700365534368,13.215250163760906,231,-0.07884278691557879,-0.15592096735732586,84,1.652404943618317,2.3738505042338875,69,-1.8176968465096754,1.4485425416666202,0.5425369357791053,0.17962963052667005,45.74630642208947,0.043912175648702596,
ETH,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,4.25,2.25,6.0,10.0,13,20,13,19,52,1.7760564123271418,5.88778002031114,258,0.4023485016761851,0.5091331858247505,114,3.214403509562938,3.1464827088295344,69,-1.0359414686026747,2.196775017583811,1.8098543983471505,0.5344090129004614,0.0,0.001996007984031936,
SOL,SUCCESS,binance,1H,2024-01-28,2026-01-27,17520,42,,4.5,2.5,5.0,8.5,11,25,10,17,52,2.3366170001182685,7.586807663170925,258,-0.1393970033401448,-0.19760677781079927,105,2.964976440958397,2.9187837452007592,96,-1.0349126037786927,1.9447086199302803,1.2689184580991766,0.38471829981529365,0.0,0.003992015968063872,
AVAX,FAIL,binance,1H,2024-01-28,2026-01-27,17520,42,WFE_PARDO<0.6; OVERFIT,3.0,1.5,7.5,10.0,20,32,12,16,52,4.278816473007343,17.090311365445388,309,-0.3479897284249415,-0.49356442034208525,114,2.0515250784496493,3.0667762111517227,111,-4.568761879222039,1.5379631135017464,0.4794608722742778,0.1794453094255723,52.05391277257222,0.013972055888223553,
