fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,28.20779618224929,3.158431650900638,-2.837988090457444,1.8254774796441364,441,Base,50.0,45.0
10.0,5.0,25.579343467457228,2.863813545893875,-3.172503632753443,1.7203351240319562,441,Stress1,50.0,45.0
