asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe_pardo,return_efficiency,degradation_pct,mc_p,error
OSMO,FAIL,binance,1H,2024-01-27,2026-01-26,17520,42,WFE_PARDO<0.6; OVERFIT,3.75,3.5,8.0,10.0,12,23,16,25,78,4.370654590418173,17.45502134667374,207,0.6284988615719842,0.8962200667562925,81,1.844244392729386,2.2288770876077724,57,-1.2939644900167746,1.5412355509649778,0.42196068222195826,0.12769260164969728,57.80393177780417,0.002,
