asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,all_pass,error
ETH,1.7836331754074126,0.0,True,9.017849163347401,True,2.6045011755969076,True,12.53119171913667,True,1.3259768066329471,True,0.0,True,True,
