asset,displacement,oos_sharpe,oos_return_pct,oos_max_dd_pct,oos_trades,oos_pf
SOL,52,1.287986920784217,1.131098425417254,-0.8743836900105384,96,1.3590036047775185
SOL,39,-0.1079279679987141,-0.11041777551635823,-1.6344155123207194,102,0.9702455292475108
SOL,65,-0.16346486588045286,-0.16115375380991726,-1.396986824223967,90,0.9559792511557889
SOL,78,-1.3624854887715463,-1.4243556966412552,-1.9725293464556204,90,0.6966323364832545
SOL,26,-1.3808328228874718,-1.5806286818224713,-2.454050072969405,117,0.725691255246482
