profile,sharpe,sortino,max_dd_pct,total_return_pct,assets,diversification_ratio,max_pair_corr
equal_weight,4.495817557865992,9.22156411714717,-2.0102657860908923,24.102422935956348,11,1.9685645412387913,0.3615699725474689
max_sharpe,4.962271141978765,9.10985798225235,-1.9995015714710629,21.024841108133785,11,2.0765554659950185,0.3615699725474689
