iteration,sharpe,return,max_dd,actual_sharpe,p_value
1,-0.03858895651748152,-0.5902383732057204,-0.05640469165847439,2.387933702947258,0.0
2,-0.6597162658382179,-5.61129978662146,-0.08681309655888769,2.387933702947258,0.0
3,-0.6092092052052753,-4.899673681378913,-0.09036062115367738,2.387933702947258,0.0
4,0.0832731548175996,0.5225021170346844,-0.0740053304913737,2.387933702947258,0.0
5,-1.1789064823564117,-8.89407604471546,-0.09022701091883556,2.387933702947258,0.0
6,-1.5797551621530463,-8.322696771059213,-0.11782375603848894,2.387933702947258,0.0
7,-0.8851382413188053,-5.9698596948841605,-0.07841904374772501,2.387933702947258,0.0
8,-1.9809764680754107,-12.075171074025072,-0.13699288195051285,2.387933702947258,0.0
9,-0.8591871720832309,-6.463318753322566,-0.07382791076482409,2.387933702947258,0.0
10,-0.29325671183496127,-2.314177293929154,-0.100375079072751,2.387933702947258,0.0
11,-0.7489557149504645,-5.250145934668549,-0.08228471823942174,2.387933702947258,0.0
12,-0.42402175524416463,-3.327909534538609,-0.07509057675087738,2.387933702947258,0.0
13,-1.8237481389653603,-13.402297639258087,-0.13847295662469128,2.387933702947258,0.0
14,-0.12775844821491758,-1.0479173634182604,-0.03884579229249796,2.387933702947258,0.0
15,-0.9968868609983935,-6.022848881892018,-0.0683891287093853,2.387933702947258,0.0
16,-1.6997147063088927,-11.98029225379611,-0.127173098956877,2.387933702947258,0.0
17,-0.7096819823637911,-5.321929526732527,-0.09916366062498783,2.387933702947258,0.0
18,-1.9061055301366598,-13.097421867138925,-0.1711532601211101,2.387933702947258,0.0
19,-1.147759738711788,-9.528520692177588,-0.10098207403121495,2.387933702947258,0.0
20,-1.1516784313678186,-8.88568039798634,-0.09232397072222764,2.387933702947258,0.0
21,-2.0876154353667307,-14.740759063525688,-0.15773055052290164,2.387933702947258,0.0
22,-0.8534794729454637,-8.029681295857916,-0.0926797334067061,2.387933702947258,0.0
23,-0.3759109227635993,-2.600662088950778,-0.054665853339747605,2.387933702947258,0.0
24,-0.5592702809082744,-3.893218838463852,-0.07690048410916639,2.387933702947258,0.0
25,-1.1297036477983784,-6.9546715093832585,-0.08648214707160407,2.387933702947258,0.0
26,-1.7849196180967037,-18.652047756100444,-0.18783112997507923,2.387933702947258,0.0
27,-2.093475750476811,-16.72884273504005,-0.17242087951661955,2.387933702947258,0.0
28,1.0673100881275597,6.922256531258797,-0.04089428498945269,2.387933702947258,0.0
29,-0.3574069656814297,-3.4278600248911273,-0.07726570190107995,2.387933702947258,0.0
30,-1.6481641015144795,-10.753751332446516,-0.1194287103088868,2.387933702947258,0.0
31,-0.7256549324914295,-5.412094560797764,-0.07543610803040168,2.387933702947258,0.0
32,0.32454096407354965,1.979081477175093,-0.03934743041899158,2.387933702947258,0.0
33,-1.2394548651393944,-10.858848067261784,-0.13110502624574005,2.387933702947258,0.0
34,-1.0441062690412046,-7.441194497514825,-0.08024983968431887,2.387933702947258,0.0
35,-0.5100589163940814,-3.943152967536512,-0.06906927693353193,2.387933702947258,0.0
36,-0.5765446378414743,-5.701605489572826,-0.11936988554897565,2.387933702947258,0.0
37,-0.10934311503233984,-0.705919929801202,-0.05329515470598445,2.387933702947258,0.0
38,-0.9619827191812168,-6.56059364400784,-0.08897575920168432,2.387933702947258,0.0
39,-1.365531540551704,-12.91948785198671,-0.15391804074658144,2.387933702947258,0.0
40,-1.4612699720917688,-9.227142513203146,-0.1201147744244625,2.387933702947258,0.0
41,-1.8329013229893962,-10.589741727589953,-0.11492227139924771,2.387933702947258,0.0
42,-0.27787465901254416,-2.4609478991062472,-0.05163470149295235,2.387933702947258,0.0
43,-0.2709608557843662,-2.045772882297081,-0.08639248888662998,2.387933702947258,0.0
44,-0.807913271850776,-5.035088334772375,-0.08653913470137042,2.387933702947258,0.0
45,-1.8261027839348778,-11.029495574345304,-0.12599646609376858,2.387933702947258,0.0
46,-1.0074439383794715,-6.841681665965593,-0.08612354643888243,2.387933702947258,0.0
47,-0.6241197154762718,-4.602419396375046,-0.058922498091052766,2.387933702947258,0.0
48,-1.2223330979597835,-7.249279703514333,-0.08617034344183994,2.387933702947258,0.0
49,-2.017217010630878,-13.887386992559481,-0.1699891652072022,2.387933702947258,0.0
50,-2.0887374395611533,-14.724063246220542,-0.15024717125725184,2.387933702947258,0.0
51,-0.5639575677946709,-3.694998096937907,-0.06761076190757564,2.387933702947258,0.0
52,-1.0918642587268077,-7.074978466439319,-0.09068311752392255,2.387933702947258,0.0
53,-1.1695602276499504,-8.012776726888028,-0.09726159201389639,2.387933702947258,0.0
54,-0.04284471385194855,-0.39002260522609244,-0.054873334431883025,2.387933702947258,0.0
55,-0.910831074326769,-6.468881732421872,-0.09587196023130451,2.387933702947258,0.0
56,0.10553819897854148,0.7729743873636341,-0.05353828557789997,2.387933702947258,0.0
57,-1.8267838136995753,-11.421224497380322,-0.11891832586942264,2.387933702947258,0.0
58,-0.21490669452644814,-1.4750225082311386,-0.05945542362061995,2.387933702947258,0.0
59,0.4757532075883877,2.8957629329295687,-0.07112036078822459,2.387933702947258,0.0
60,-0.17294721599997348,-1.2776553687446346,-0.07133592091329,2.387933702947258,0.0
61,-1.1940333713240154,-16.298599032120897,-0.16571853202042408,2.387933702947258,0.0
62,-1.1047165619677872,-8.586361229917728,-0.09739861215516354,2.387933702947258,0.0
63,-0.7623866244499176,-5.89523512302057,-0.08357933769428127,2.387933702947258,0.0
64,-1.3270828351481974,-8.063660721744725,-0.08501329158658977,2.387933702947258,0.0
65,-1.0470768980118277,-9.139946816445043,-0.11028256626509791,2.387933702947258,0.0
66,-0.45104697464502286,-3.6334646187586417,-0.06469144249430714,2.387933702947258,0.0
67,-1.8018179639568972,-13.582515180209043,-0.13822974882242223,2.387933702947258,0.0
68,-1.8872599166995965,-11.482404234276855,-0.14004752320498337,2.387933702947258,0.0
69,-1.2336279376632506,-8.53913304457845,-0.10174252082862267,2.387933702947258,0.0
70,-0.022214966185896648,-0.35153516907004967,-0.06727739676426026,2.387933702947258,0.0
71,-1.8051674025606574,-15.010313169364709,-0.15075123293552972,2.387933702947258,0.0
72,-0.9739418497473536,-9.920799927695045,-0.14014711806661084,2.387933702947258,0.0
73,-2.3281207296915056,-12.297769553943837,-0.13274362983586308,2.387933702947258,0.0
74,-1.2894988799043023,-7.531707402494381,-0.10136843219409042,2.387933702947258,0.0
75,-1.466057281199262,-12.027979741757843,-0.13833518362632746,2.387933702947258,0.0
76,-2.0870211701056367,-16.106960109768075,-0.17316701469378515,2.387933702947258,0.0
77,-0.8034517486012884,-5.758628692213663,-0.06645029405125646,2.387933702947258,0.0
78,-2.107012626351759,-14.021913805766928,-0.15674875011853984,2.387933702947258,0.0
79,-1.351904542568417,-10.45673987216864,-0.12856768841923505,2.387933702947258,0.0
80,-1.1116644714898491,-10.20686891136232,-0.16956616145761083,2.387933702947258,0.0
81,-1.7331507178204264,-14.387775499402855,-0.14989394047739424,2.387933702947258,0.0
82,-1.8382160212703664,-12.615558857686304,-0.13499593377603092,2.387933702947258,0.0
83,-0.9390981586040481,-6.849470472000685,-0.11767070806639035,2.387933702947258,0.0
84,-1.5350931792312927,-12.157263314841293,-0.12742222921310864,2.387933702947258,0.0
85,-0.9085123305649834,-6.484347280281111,-0.08268732136104262,2.387933702947258,0.0
86,-2.4448978499166945,-20.88199581646991,-0.20884657890429492,2.387933702947258,0.0
87,-1.2088574092401179,-9.476246100780795,-0.12516377048080385,2.387933702947258,0.0
88,-0.5520358334543175,-4.296947084823155,-0.08502486038764068,2.387933702947258,0.0
89,-0.7199532361023373,-4.8514287363428,-0.07577814976674746,2.387933702947258,0.0
90,-1.1405627272630754,-7.17078848418109,-0.09357712493958437,2.387933702947258,0.0
91,-0.7393981331915328,-5.574770900513936,-0.08567538362685956,2.387933702947258,0.0
92,-1.433710894048097,-10.939987668868723,-0.14029499002827883,2.387933702947258,0.0
93,-1.3706477315584629,-10.424023082362254,-0.11806113208558933,2.387933702947258,0.0
94,-0.5275001862103939,-3.443515485931692,-0.06089133307526695,2.387933702947258,0.0
95,-0.9679650495307599,-7.058504648878172,-0.10288128960403564,2.387933702947258,0.0
96,-1.2046040021408457,-8.557883762531004,-0.10190081803339202,2.387933702947258,0.0
97,-2.0234735646820727,-17.599716751221408,-0.189316487471755,2.387933702947258,0.0
98,-0.1608199049733173,-1.3910195042488138,-0.07008192058422047,2.387933702947258,0.0
99,-1.013414156417832,-6.907984584036042,-0.1162033682906346,2.387933702947258,0.0
100,-0.6865240409614837,-5.467135371731924,-0.06601863504034644,2.387933702947258,0.0
101,-0.5756287948232454,-4.2466113846116205,-0.09164557664501627,2.387933702947258,0.0
102,-1.5419013497450418,-12.561607661835229,-0.13591909626061605,2.387933702947258,0.0
103,-0.4883518529629277,-3.6154742029456566,-0.087351260468568,2.387933702947258,0.0
104,0.20990388837084784,1.5227873894071209,-0.06428754748625498,2.387933702947258,0.0
105,-1.1454591290246996,-7.3147196466757824,-0.09028391361165466,2.387933702947258,0.0
106,-0.6503930762512543,-4.4321917673253335,-0.07715831497813108,2.387933702947258,0.0
107,0.20749073919233885,1.4039838841065633,-0.04775383339570405,2.387933702947258,0.0
