asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error,displacement
OP,SUCCESS,binance,1H,2024-01-22,2026-01-21,17520,42,,4.5,2.25,3.0,9.0,12,36,9,23,1.496792654887895,4.404309706185527,258,2.574563714185225,2.4402102116643842,87,2.4848003731816535,2.6066523834207045,90,-1.2697756716612885,1.7202509320205792,1.6600832219929333,0.018,,78
