fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,14.651147749266746,2.580227608011,-3.063893954989738,1.7166165149960713,363,Base,50.0,45.0
10.0,5.0,13.193812846173113,2.316247850541444,-3.4268370692801975,1.6296758375803477,363,Stress1,50.0,45.0
