asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
SUSHI,FAIL,binance,1H,2024-01-25,2026-01-24,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,3.5,6.5,9.5,5,35,8,29,26,3.019248989216942,18.28576212475903,309,0.7556804806898667,1.6042678599696325,111,0.17123974782918952,0.29264773447084114,96,-5.837494631422735,1.0292182287117477,0.05671600733850091,0.126,
