asset,cluster,individual_sharpe,cluster_avg_sharpe,param_distance
UNI,cluster_0,3.827126867230134,3.423065375319761,6.025985396596975
SUI,cluster_0,2.5628523512818497,3.423065375319761,8.681877677092668
SEI,cluster_0,3.879216907447298,3.423065375319761,11.884864324004713
AVAX,cluster_1,4.216363569865473,4.216363569865473,0.0
