asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe_pardo,return_efficiency,degradation_pct,mc_p,error
SHIB,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,1.75,4.5,6.0,8.0,19,26,13,17,52,2.068078121683118,16.078946882893085,300,-1.4578604596116624,-4.047927664025552,132,5.015464723202197,14.003324064632693,99,-1.56614661106792,2.6237024390114776,2.4251814622555603,0.8709105245898464,0.0,0.0,
DOT,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,2.25,3.5,5.0,7.5,6,40,16,17,52,1.705684107197709,10.418731774079681,346,-0.24550312759233928,-0.5879174962620914,120,5.3281861886030075,11.259042149638931,99,-1.6668925434641269,2.9441087672838124,3.1237825140768622,1.0806538064114313,0.0,0.0,
NEAR,SUCCESS,binance,1H,2024-01-27,2026-01-26,17520,42,,4.75,1.5,9.0,10.0,5,39,8,25,52,2.4762730713064,7.062900781773118,303,-1.1676957485559247,-1.2826536164542768,93,2.3481048610518256,2.4808419212315025,96,-1.4519536488274198,1.806226131758745,0.9482414876857838,0.3512497198932328,5.175851231421625,0.024,
