fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,25.734870064151583,2.4783923852551353,-3.7292221469522047,1.6406284539147793,453,Base,41.0,36.0
10.0,5.0,21.671864423182008,2.077588480295787,-4.372457699751764,1.5080999335927447,453,Stress1,41.0,36.0
