metric,mean,std,ci_lower_95,ci_upper_95
sharpe,0.888826666313627,1.0134371005873963,-1.036258957676174,2.936327219146807
total_return,1.869301229409143,2.131963480678718,-2.257074542725855,6.090291731250279
profit_factor,1.1726193089339343,0.19744507562641392,0.8439266709772499,1.6183628937511356
