metric,mean,std,ci_lower_95,ci_upper_95
sharpe,2.4560816945222563,1.0153496917379965,0.44972780939530294,4.4192098798240185
total_return,8.606743574178013,3.5356705355236544,1.5910228656914067,15.401061975753564
profit_factor,1.3674657928376195,0.1717169794261261,1.0579021161568087,1.7273927781328668
