asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard_wfe,guard_wfe_pass,all_pass,error
JOE,3.3278890642441645,0.0,True,6.234101793410182,True,4.134728761949025,True,12.525370597760253,True,3.1135513240262,True,0.0,True,0.5429011624043897,False,False,
