asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,displacement,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe_pardo,return_efficiency,degradation_pct,mc_p,error
OSMO,FAIL,binance,1H,2024-01-26,2026-01-25,17520,42,OOS_SHARPE<1.0; WFE_PARDO<0.6; OVERFIT,1.75,1.5,8.5,10.0,5,26,15,27,26,4.702089608663389,34.75130231873611,372,1.6247948488120627,3.697553289834521,135,-1.8607690051077084,-3.494457527138528,114,-5.683137117349013,0.6734164947769229,-0.3957323573075522,-0.10055616031559476,139.57323573075521,0.232,
