iteration,sharpe,return,max_dd
1,-0.1012753721700629,-0.8266055876989364,-0.05354738928497327
2,0.4064219275379721,2.3633313426466795,-0.0429329080163775
3,-0.9788252821576844,-7.17309186962275,-0.11301457749431287
4,0.6582739090713656,4.340228780217359,-0.05715078863933343
5,0.5983649192513216,4.110623708618433,-0.04318587115482586
6,-0.12731461590028711,-0.8478784168685527,-0.06148403061697605
7,0.5737411536317367,3.565313953868987,-0.03966605931171563
8,-0.9557025074992558,-6.589463745385671,-0.10280391479528894
9,-1.2862755324831099,-9.37274145601612,-0.15176578449708644
10,-0.7369915889763958,-4.338705647471164,-0.07127472514041189
11,0.14712814032238936,0.9109601710713067,-0.0616593332242924
12,0.9133047089858098,6.101690008731397,-0.05474719820088003
13,0.04604683292846468,0.19176784019905302,-0.06881717476553306
14,-0.1886796500769031,-1.2996922408861078,-0.08199206026520367
15,0.1601207941286135,0.9817371087401217,-0.07786360057585917
16,0.4230054158081359,2.943028173126594,-0.049591721385218945
17,-0.8463783295653993,-5.10055493127134,-0.08628133376021863
18,-0.4864528113413708,-3.497339400978583,-0.09570180302687048
19,-0.32710926319663824,-2.2099506315625517,-0.05827257984277201
20,-1.1411270196410117,-8.129760138250418,-0.0948499942838158
21,0.3242261587145547,2.042427461795948,-0.05446432293192305
22,0.6490667354478502,4.030892328407321,-0.03107493962650343
23,-0.1564497851866976,-1.0163001465999133,-0.044737563981946615
24,-0.021707280231533285,-0.274283851296242,-0.07018608880251587
25,0.66700967920572,4.086368443452337,-0.06012894629793253
26,1.0059283598656847,6.690081327297692,-0.03778589355314632
27,-0.6250631210782421,-4.449538219334503,-0.07027220483210928
28,0.7209487232868466,4.415205040388903,-0.038888761631597824
29,0.2589930534527766,1.5707573247728313,-0.040147063189881815
30,0.2091891505231452,1.1981555259995558,-0.04194917012180077
31,0.7139962019255487,4.712953875440307,-0.06526482834771308
32,0.8713300885347643,5.5620705554205285,-0.06399373462361801
33,0.22264801034262813,1.4162758006792675,-0.06456881738529785
34,-0.3558265456529591,-2.798248095192779,-0.10986358336777158
35,-0.38941386588393206,-2.4370212036785466,-0.0602595918820531
36,1.0759454276055478,6.406258079828908,-0.052870498676657274
37,-0.3559187536416882,-2.679330587563511,-0.07648407493615683
38,-0.08095477334743335,-0.6868853287337551,-0.07430331380318622
39,0.6551134833052686,3.8414085984239454,-0.04379059607567981
40,-0.6213427495542869,-4.001783961788008,-0.08388423999182248
41,-0.49509420802581794,-3.6585838844810814,-0.09590865125290571
42,0.22074495358691176,1.2063483451913326,-0.05466285961764472
43,-0.26978450538686577,-1.936651151770552,-0.07837773106719359
44,-0.15625860661913,-1.0749280136299388,-0.05283686546899857
45,-0.9356170366021808,-6.175613278967851,-0.09326873961237336
46,0.16177821029748407,0.8446027909109866,-0.06560684987816401
47,-0.45381870220868487,-3.137733821064592,-0.11750500153148147
48,0.5765540505743001,3.370198416901471,-0.04267590944008903
49,1.3346040909606298,8.541179477603933,-0.04269296154716873
50,1.036940760312878,7.064178358289364,-0.05195541278913607
51,-0.043649693142060186,-0.3878287965270122,-0.05009704273334792
52,1.3610926098443201,8.316418262815573,-0.033022716546252995
53,-1.104218472925926,-7.634093090789973,-0.12256214656164144
54,0.43288872097386993,2.6926492396657453,-0.05295118248978847
55,0.17417817944122177,0.9703083338245877,-0.04756696708268493
56,-0.2317711148226796,-1.5838639485698525,-0.0648312339524002
57,0.3837174139808808,2.5086773637325255,-0.060277695917806295
58,-0.203243276077212,-1.297901371283694,-0.07643108479475069
