asset,cluster,individual_sharpe,cluster_avg_sharpe,param_distance
EGLD,cluster_0,2.077868233330974,2.3536456957983316,6.4468984791138135
TON,cluster_0,1.454145445867822,2.3536456957983316,9.594920531197744
SUSHI,cluster_0,2.510900024867314,2.3536456957983316,9.663074045043844
MINA,cluster_0,2.118854923432713,2.3536456957983316,8.170067319184096
YGG,cluster_0,3.3985569168539325,2.3536456957983316,10.362190888031353
CAKE,cluster_0,2.561548630437233,2.3536456957983316,12.374368670764582
ETH,cluster_1,3.214405552961483,2.621405478432793,5.4198708471697
HBAR,cluster_1,2.045501342591838,2.621405478432793,7.454025757937787
CRV,cluster_1,2.604309539745058,2.621405478432793,11.95041840271712
