fees_bps,slippage_bps,total_return_pct,sharpe,max_drawdown_pct,profit_factor,trades,scenario,break_even_fees_bps,edge_buffer_bps
5.0,2.0,10.052203604419985,2.042309632787505,-4.171788203173743,1.5749909341907198,435,Base,38.0,33.0
10.0,5.0,8.35630931105873,1.692983062474947,-4.467889733142583,1.4633732184003423,435,Stress1,38.0,33.0
